id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , Log Parabola signif. , Peak Interval , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Low confidence Class , Association , Low Confidence Assoc. , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
1423 , 4FGL J1019.7+6321 , 154.9263 , 63.3527 ,  , 17.649118 , 2.258353 , 31560000 , 3FGL J1020.0+6323 ,  , N ,  , bll ,  , GB6 J1019+6319 ,  , 0.998596 , 154.961986854 , 63.3337852861 , 0.000000095
1424 , 4FGL J1019.7+0511 , 154.9418 , 5.1905 ,  , 6.267427 , 0.8940574 , 31560000 ,  ,  , N ,  , bcu ,  , NVSS J101948+051327 ,  ,  , 154.951026404 , 5.22467723056 , 0.00000046
1425 , 4FGL J1020.7-3920 , 155.1891 , -39.3342 ,  , 6.167123 , 1.1077249 ,  ,  ,  , N ,  , bcu ,  , 2MASS J10203893-3920563 ,  ,  , 155.162274496 , -39.3489836194 , 0.0000071
1426 , 4FGL J1021.1+1626 , 155.2862 , 16.4378 ,  , 5.012367 , 0.6685202 ,  ,  ,  , N ,  , bll ,  , SDSS J102100.35+162554.0 ,  , 0.9961325 , 155.25146484375 , 16.431669235229492 , 0.0045
1427 , 4FGL J1021.4+8021 , 155.363 , 80.352 ,  , 16.290194 , 1.9126236 ,  , 3FGL J1021.8+8023 ,  , N ,  , bcu ,  , NVSS J102201+802350 ,  , 0.9511144 , 155.50830078125 , 80.3973617553711 , 0.0045
1428 , 4FGL J1022.4-4231 , 155.6219 , -42.5242 ,  , 8.818746 , 0.9132565 ,  , 3FGL J1022.3-4234 ,  , N ,  , bll ,  , PMN J1022-4232 ,  , 0.9944288 , 155.576593763 , -42.5352879167 , 0.0000029
1429 , 4FGL J1022.7-0112 , 155.684 , -1.2066 ,  , 19.292984 , 1.4704193 ,  , 3FGL J1022.8-0113 ,  , N ,  , bll ,  , RX J1022.7-0112 ,  , 0.9996282 , 155.682192258 , -1.21733377222 , 0.00000031
1430 , 4FGL J1023.1+3949 , 155.7885 , 39.8226 ,  , 49.307457 , 4.149071 , 31559456 , 3FGL J1023.1+3952 ,  , N ,  , fsrq ,  , 4C +40.25 ,  , 0.99842 , 155.798190271 , 39.8042737 , 0.000000075
1431 , 4FGL J1023.2+2859 , 155.8193 , 28.9842 ,  , 6.0110884 , 1.3388531 ,  ,  ,  , N ,  , fsrq ,  , TXS 1020+292 ,  , 0.9901768 , 155.850192304 , 28.9474966861 , 0.00000015
1432 , 4FGL J1023.8+3002 , 155.9608 , 30.0458 ,  , 7.567594 , 0.2930388 ,  , 3FGL J1023.7+3000 ,  , N ,  , bll ,  , RX J1023.6+3001 ,  , 0.9915791 , 155.91563415527344 , 30.016029357910156 , 0.0045
1433 , 4FGL J1023.8-4335 , 155.9725 , -43.5951 ,  , 29.385584 , 3.9861255 , 31560000 , 3FGL J1023.9-4335 ,  , N ,  , bll ,  , RX J1023.9-4336 ,  , 0.99997175 , 155.98500061035156 , -43.60060119628906 , 0.0045
1434 , 4FGL J1023.9-3236 , 155.9964 , -32.6034 ,  , 22.813284 , 3.2882404 , 31560000 , 3FGL J1024.1-3232 ,  , N ,  , fsrq ,  , PKS 1021-323 ,  , 0.9957384 , 156.001766179 , -32.571127525 , 0.00000017
1435 , 4FGL J1024.8+2332 , 156.2101 , 23.5462 ,  , 11.20412 , 0 ,  , 3FGL J1025.1+2333 ,  , N ,  , bll ,  , MG2 J102456+2332 ,  , 0.9992898 , 156.223488696 , 23.5427677111 , 0.0000001
1436 , 4FGL J1026.9+0608 , 156.7322 , 6.1431 ,  , 7.7715464 , 0.609915 ,  , 3FGL J1027.0+0609 ,  , N ,  , bll ,  , NVSS J102703+060934 ,  , 0.98552305 , 156.76416015625 , 6.159416675567627 , 0.009
1437 , 4FGL J1026.9-1749 , 156.7424 , -17.8218 ,  , 30.924698 , 1.7509168 , 31560000 , 3FGL J1026.9-1750 ,  , N ,  , bll ,  , 1RXS J102658.5-174905 ,  , 0.999953 , 156.744079571 , -17.8163515 , 0.00000037
1438 , 4FGL J1027.0-8542 , 156.7645 , -85.7163 ,  , 27.508755 , 1.9674331 ,  , 3FGL J1026.4-8542 ,  , N ,  , bll ,  , PKS 1029-85 ,  , 0.9999226 , 156.643220392 , -85.7206378806 , 0.00000048
1439 , 4FGL J1027.2+7427 , 156.8121 , 74.4524 ,  , 16.907078 , 2.7452903 , 31560000 , 3FGL J1026.5+7423 ,  , N ,  , bcu ,  , GB6 J1027+7428 ,  , 0.9937839 , 156.85061165 , 74.4739159333 , 0.00000011
1440 , 4FGL J1027.6+6317 , 156.9005 , 63.2902 ,  , 15.850549 , 1.6774716 ,  , 3FGL J1027.7+6316 ,  , N ,  , bll ,  , RX J1027.4+6317 ,  , 0.9956295 , 156.854015275 , 63.2980748861 , 0.00000061
1441 , 4FGL J1027.6+1828 , 156.9191 , 18.4815 ,  , 7.4142556 , 0.74142057 ,  , 3FGL J1028.0+1829 ,  , N ,  , bcu ,  , GB6 J1027+1831 ,  , 0.98638004 , 156.937643837 , 18.5274258361 , 0.00000012
1442 , 4FGL J1027.6+8251 , 156.9227 , 82.8611 ,  , 12.220974 , 0.554011 ,  , 3FGL J1027.8+8253 ,  , N ,  , bcu ,  , 2MASS J10284195+8253398 ,  , 0.9509778 , 157.1749725341797 , 82.89459991455078 , 0.0045
1443 , 4FGL J1027.9+0252 , 156.9852 , 2.8785 ,  , 5.5322943 , 0.9398171 ,  ,  ,  , N ,  , fsrq ,  , TXS 1025+031 ,  , 0.9714109 , 157.08500535 , 2.92290885 , 0.00000014
1444 , 4FGL J1028.3+3108 , 157.0771 , 31.1389 ,  , 5.5754004 , 0.42663163 , 31560000 ,  ,  , N ,  , bcu ,  , TXS 1025+313 ,  , 0.9950688 , 157.073384946 , 31.1261792889 , 0.00000052
1445 , 4FGL J1028.4-0234 , 157.1213 , -2.5829 ,  , 10.5673685 , 1.2613285 , 31560000 , 3FGL J1028.5-0235 ,  , N ,  , fsrq ,  , PMN J1028-0237 ,  , 0.99768275 , 157.141842988 , -2.61659075 , 0.0000003
1446 , 4FGL J1030.2-8403 , 157.5622 , -84.0573 ,  , 6.0328417 , 1.3267719 ,  , 2FGL J1032.9-8401 ,  , N ,  , bcu ,  , PMN J1030-8402 ,  , 0.996231 , 157.563692846 , -84.0524035611 , 0.0000032
1447 , 4FGL J1030.4-3001 , 157.6078 , -30.0265 ,  , 4.719928 , 1.5087503 ,  ,  ,  , N ,  , bcu ,  , PMN J1030-3004 ,  , 0.9858486 , 157.629242071 , -30.0613408222 , 0.00000066
1448 , 4FGL J1030.6-2028 , 157.6631 , -20.4787 ,  , 16.654615 , 2.3915703 ,  , 3FGL J1030.4-2030 ,  , N ,  , bcu ,  , NVSS J103040-203032 ,  , 0.97365654 , 157.6683349609375 , -20.51008415222168 , 0.0045
1449 , 4FGL J1031.1+7442 , 157.7925 , 74.7019 ,  , 16.769966 , 0.5672982 , 31559456 , 3FGL J1031.0+7440 ,  , N ,  , bll ,  , S5 1027+74 ,  , 0.9994203 , 157.841766679 , 74.6995402667 , 0.00000011
1450 , 4FGL J1031.3+5053 , 157.8454 , 50.8839 ,  , 34.302197 , 1.8423358 ,  , 3FGL J1031.2+5053 ,  , N ,  , bll ,  , 1ES 1028+511 ,  , 0.9980694 , 157.827188096 , 50.8932829833 , 0.00000022
1451 , 4FGL J1031.6+6019 , 157.9091 , 60.3178 ,  , 17.347288 , 0.84058005 , 31560000 , 3FGL J1031.6+6021 ,  , N ,  , fsrq ,  , TXS 1028+605 ,  , 0.99082434 , 157.936484737 , 60.3417682861 , 0.000000095
1452 , 4FGL J1032.6+3737 , 158.1734 , 37.6234 ,  , 16.43669 , 0.25620648 , 31560000 , 3FGL J1032.7+3735 ,  , N ,  , bll ,  , B3 1029+378 ,  , 0.9976105 , 158.169671387 , 37.6407635639 , 0.00000015
1453 , 4FGL J1032.7+6624 , 158.1829 , 66.4061 ,  , 12.6953535 , 1.4072174 ,  , 3FGL J1032.5+6623 ,  , N ,  , bll ,  , 2MASS J10323905+6623234 ,  , 0.998623 , 158.162833271 , 66.3897825667 , 0.00000047
1454 , 4FGL J1033.1+4115 , 158.2752 , 41.262 ,  , 34.92266 , 1.2313421 , 31560000 , 3FGL J1033.2+4116 ,  , N ,  , fsrq ,  , S4 1030+41 ,  , 0.99970114 , 158.265449446 , 41.2683980389 , 0.000000068
1455 , 4FGL J1033.5-5035 , 158.381 , -50.586 ,  , 18.959562 , 4.1479363 ,  , 3FGL J1033.4-5035 ,  , N ,  , bcu ,  , 2MASS J10333216-5035287 ,  , 0.9996098 , 158.383942071 , -50.5913743472 , 0.0000082
1456 , 4FGL J1033.5+4221 , 158.3827 , 42.3507 ,  , 4.2548046 , 0.6008172 ,  ,  ,  , N ,  , bll ,  , GB6 J1033+4222 ,  , 0.985206 , 158.32460021972656 , 42.376399993896484 , 0.0045
1457 , 4FGL J1033.7+3708 , 158.4301 , 37.1412 ,  , 11.639689 , 2.0649374 ,  ,  ,  , N ,  , bcu ,  , RX J1033.8+3708 ,  , 0.99732935 , 158.44329833984375 , 37.14030075073242 , 0.009
1458 , 4FGL J1033.9+6050 , 158.4849 , 60.8493 ,  , 78.49654 , 7.4033012 , 31560000 , 3FGL J1033.8+6051 ,  , N ,  , FSRQ ,  , S4 1030+61 ,  , 1 , 158.464287392 , 60.8520375361 , 0.000000095
1459 , 4FGL J1034.0-2547 , 158.5094 , -25.793 ,  , 5.8982635 , 2.012463 ,  ,  ,  , N ,  , bcu ,  , PMN J1033-2544 ,  , 0.97349244 , 158.462694642 , -25.7522465333 , 0.00000053
1460 , 4FGL J1035.1-0608 , 158.7775 , -6.1406 ,  , 4.5582914 , 0.26074973 ,  ,  ,  , N ,  , bcu ,  , NVSS J103503-061204 ,  ,  , 158.76527404785156 , -6.201601505279541 , 0.0045
1461 , 4FGL J1035.3-2050 , 158.8291 , -20.8446 ,  , 5.6980367 , 0.099910505 ,  ,  ,  , N ,  , bcu ,  , 2MASS J10351532-2050261 ,  , 0.99088264 , 158.81371675 , -20.8406342389 , 0.0000026
1462 , 4FGL J1035.3+5541 , 158.8415 , 55.6981 ,  , 7.9347825 , 0.008587531 ,  , 3FGL J1035.2+5545 ,  , N ,  , bcu ,  , GB6 J1035+5542 ,  , 0.96669084 , 158.939776504 , 55.7151326444 , 0.00000012
1463 , 4FGL J1035.6+4409 , 158.9225 , 44.1609 ,  , 8.041738 , 0.12429854 ,  ,  ,  , N ,  , bll ,  , 7C 1032+4424 ,  ,  , 158.883855012 , 44.1587262861 , 0.00000055
1464 , 4FGL J1036.2+2202 , 159.0528 , 22.0401 ,  , 12.296062 , 0.21935125 , 31559456 ,  ,  , N ,  , fsrq ,  , OL 256 ,  , 0.98610777 , 159.137419567 , 22.0533902861 , 0.00000012
1465 , 4FGL J1036.5+1231 , 159.1479 , 12.5227 ,  , 4.633787 , 1.5441428 ,  ,  ,  , N ,  , bll ,  , TXS 1034+128 ,  , 0.9951499 , 159.16830444335938 , 12.560799598693848 , 0.0045
1466 , 4FGL J1037.4-2933 , 159.3564 , -29.5568 ,  , 10.206708 , 2.6321146 ,  , 3FGL J1037.0-2934 ,  , N ,  , fsrq ,  , PKS 1034-293 ,  , 0.99784297 , 159.316998908 , -29.5674481861 , 0.000000075
1467 , 4FGL J1037.7-2822 , 159.4274 , -28.3816 ,  , 25.055758 , 2.6431446 , 31559456 , 3FGL J1037.5-2821 ,  , N ,  , fsrq ,  , PKS B1035-281 ,  , 0.9997708 , 159.426905896 , -28.3844745333 , 0.00000018
1468 , 4FGL J1037.7+5711 , 159.4292 , 57.192 ,  , 81.285675 , 5.7772436 , 31560000 , 3FGL J1037.5+5711 ,  , N ,  , bll ,  , GB6 J1037+5711 ,  , 0.99975085 , 159.434615792 , 57.1987857806 , 0.00000011
1469 , 4FGL J1038.2-2425 , 159.5588 , -24.4239 ,  , 5.921679 , 0.58723617 , 31332582 , 3FGL J1038.0-2425 ,  , N ,  , bcu ,  , GALEXASC J103832.39-242416.9 ,  , 0.97248894 , 159.600300204 , -24.3986092528 , 0.00000033
1470 , 4FGL J1038.8-5312 , 159.7129 , -53.2069 ,  , 21.157198 , 2.520693 , 31560000 , 3FGL J1038.9-5311 ,  , N ,  , fsrq ,  , MRC 1036-529 ,  , 0.9998231 , 159.669404721 , -53.1953529222 , 0.00000011
1471 , 4FGL J1039.2-2848 , 159.8214 , -28.8084 ,  , 5.1315947 , 0.7301634 ,  ,  ,  , N ,  , bcu ,  , NVSS J103921-285009 ,  ,  , 159.840585062 , -28.8357821667 , 0.00000074
1472 , 4FGL J1039.7-1540 , 159.9289 , -15.6697 ,  , 4.713358 , 0.9136342 ,  ,  ,  , N ,  , fsrq ,  , PKS B1036-154 ,  , 0.9502355 , 159.7779541015625 , -15.68519401550293 , 0.0045
1473 , 4FGL J1039.9+7326 , 159.9978 , 73.4422 ,  , 7.564881 , 0.33665523 ,  , 3FGL J1039.5+7324 ,  , N ,  , bcu ,  , GB6 J1039+7326 ,  , 0.98433816 , 159.914557342 , 73.4324913889 , 0.00000027
1474 , 4FGL J1040.5+0617 , 160.1495 , 6.2848 ,  , 35.009384 , 1.6224328 , 31560000 , 3FGL J1040.4+0615 ,  , N ,  , bll ,  , GB6 J1040+0617 ,  , 0.9977271 , 160.131774658 , 6.28937916944 , 0.0000002
1475 , 4FGL J1041.0+1342 , 160.2665 , 13.7096 ,  , 8.805569 , 2.5734959 ,  , 3FGL J1040.8+1342 ,  , N ,  , bll ,  , 1RXS J104057.7+134216 ,  , 0.9983843 , 160.24037170410156 , 13.70324993133545 , 0.009
1476 , 4FGL J1041.1-1201 , 160.2892 , -12.0323 ,  , 6.91821 , 0.5075633 ,  , 3FGL J1040.9-1205 ,  , N ,  , bcu ,  , NVSS J104108-120332 ,  , 0.99708915 , 160.285689067 , -12.05862015 , 0.00000058
1477 , 4FGL J1041.7+3902 , 160.4411 , 39.0426 ,  , 7.2244644 , 2.0152717 ,  , 3FGL J1041.8+3901 ,  , N ,  , bll ,  , B3 1038+392 ,  , 0.9951242 , 160.4547882080078 , 39.02207946777344 , 0.0045
1478 , 4FGL J1041.9-0557 , 160.4774 , -5.9528 ,  , 8.550975 , 1.6094881 ,  , 3FGL J1042.0-0557 ,  , N ,  , bll ,  , PMN J1042-0558 ,  , 0.99851006 , 160.517933542 , -5.97128669167 , 0.00000038
1479 , 4FGL J1042.1-4128 , 160.5439 , -41.4792 ,  , 9.911555 , 2.34415 ,  , 3FGL J1042.1-4126 ,  , N ,  , bcu ,  , 1RXS J104204.1-412936 ,  , 0.9940062 , 160.512575496 , -41.4915968611 , 0.0000043
1480 , 4FGL J1042.9+0054 , 160.7267 , 0.9059 ,  , 6.9934382 , 0.12863098 ,  ,  ,  , N ,  , bcu ,  , RBS 0895 ,  , 0.99183303 , 160.766008838 , 0.905671494444 , 0.0000028
1481 , 4FGL J1043.2+2408 , 160.8053 , 24.146 ,  , 25.0646 , 0.87833595 , 31332582 , 3FGL J1043.1+2407 ,  , N ,  , fsrq ,  , B2 1040+24A ,  , 0.99951005 , 160.787649079 , 24.1431692917 , 0.000000068
1482 , 4FGL J1043.6+0654 , 160.9008 , 6.9008 ,  , 4.3174367 , 1.6678162 ,  ,  ,  , N ,  , bll ,  , NVSS J104323+065307 ,  , 0.98378783 , 160.84950256347656 , 6.886139869689941 , 0.0045
1483 , 4FGL J1044.6+8053 , 161.1638 , 80.8941 ,  , 19.761267 , 3.7499473 , 31560000 , 3FGL J1044.4+8058 ,  , N ,  , fsrq ,  , S5 1039+81 ,  , 0.998722 , 161.096094029 , 80.9109563917 , 0.000000068
1484 , 4FGL J1045.8-2928 , 161.4684 , -29.4795 ,  , 12.1329365 , 2.1643121 , 31560000 , 3FGL J1045.7-2926 ,  , N ,  , fsrq ,  , PKS B1043-291 ,  , 0.97990316 , 161.419273662 , -29.4573150417 , 0.0000002
1485 , 4FGL J1045.9-2331 , 161.4973 , -23.5291 ,  , 6.465318 , 1.3376287 ,  , 3FGL J1045.5-2335 ,  , N ,  , bcu ,  , NVSS J104603-232855 ,  ,  , 161.515430496 , -23.4820289028 , 0.0000021
1486 , 4FGL J1046.0+5448 , 161.5189 , 54.8143 ,  , 5.696263 , 0.07406788 ,  ,  ,  , N ,  , bcu ,  , 7C 1043+5505 ,  , 0.9642632 , 161.620010654 , 54.8290021361 , 0.00000053
1487 , 4FGL J1046.8-2534 , 161.7027 , -25.5749 ,  , 7.7759047 , 1.6570289 ,  , 3FGL J1046.9-2531 ,  , N ,  , bll ,  , NVSS J104651-253547 ,  , 0.99955845 , 161.71420288085938 , -25.595800399780273 , 0.009
1488 , 4FGL J1047.2-5517 , 161.8002 , -55.2931 ,  , 7.356152 , 1.9521617 , 31560000 ,  ,  , N ,  , bcu ,  , 2MASS J10472634-5513362 ,  , 0.9644256 , 161.85914611816406 , -55.22665786743164 , 0.0045
1489 , 4FGL J1047.7+7238 , 161.9388 , 72.642 ,  , 17.154116 , 1.6818904 , 31560000 , 3FGL J1047.6+7240 ,  , N ,  , bll ,  , GB6 J1047+7238 ,  , 0.99916804 , 161.948010933 , 72.6369335139 , 0.00000014
1490 , 4FGL J1047.8-6216 , 161.9609 , -62.2745 ,  , 15.170303 , 2.1532557 , 31560000 , 3FGL J1047.8-6216 ,  , N ,  , bcu ,  , PMN J1047-6217 ,  , 0.9980592 , 161.928967842 , -62.2873983056 , 0.000000095
1491 , 4FGL J1047.9+0055 , 161.9846 , 0.923 ,  , 4.6962137 , 1.0169772 ,  ,  ,  , N ,  , bcu ,  , TXS 1045+011 ,  , 0.9633135 , 162.032269204 , 0.928744744444 , 0.00000012
1492 , 4FGL J1047.9-3738 , 161.9882 , -37.6456 ,  , 8.768316 , 0.745014 ,  , 3FGL J1047.8-3737 ,  , N ,  , bcu ,  , GALEXASC J104756.99-373730.1 ,  , 0.9986587 , 161.98724365234375 , -37.625221252441406 , 0.0045
1493 , 4FGL J1048.4+7143 , 162.1067 , 71.7297 ,  , 115.13967 , 11.073772 , 31560000 , 3FGL J1048.4+7144 ,  , N ,  , FSRQ ,  , S5 1044+71 ,  , 1 , 162.115083025 , 71.7266495528 , 0.000000068
1494 , 4FGL J1049.5+1548 , 162.3892 , 15.8086 ,  , 15.140002 , 2.0939512 ,  , 3FGL J1049.7+1548 ,  , N ,  , bll ,  , GB6 J1049+1548 ,  , 0.9986655 , 162.413986554 , 15.8104382056 , 0.00000027
1495 , 4FGL J1049.7+5011 , 162.4334 , 50.1836 ,  , 7.2003026 , 1.8234806 ,  ,  ,  , N ,  , bll ,  , NVSS J104857+500943 ,  , 0.83552533 , 162.24000549316406 , 50.162498474121094 , 0.0045
1496 , 4FGL J1049.8+1429 , 162.4675 , 14.4835 ,  , 19.01627 , 1.4134477 , 31559456 , 3FGL J1049.8+1425 ,  , N ,  , bcu ,  , MG1 J104945+1429 ,  , 0.9977741 , 162.443031604 , 14.4940482306 , 0.00000014
1497 , 4FGL J1050.1+0432 , 162.5464 , 4.5377 ,  , 22.000269 , 2.3172548 , 31560000 , 3FGL J1050.4+0435 ,  , N ,  , fsrq ,  , MG1 J105009+0433 ,  , 0.9984613 , 162.541919825 , 4.54697698056 , 0.00000019
1498 , 4FGL J1051.2-6517 , 162.8163 , -65.2997 ,  , 12.786684 , 0.81526375 ,  , 3FGL J1051.5-6517 ,  , N ,  , bcu ,  , PKS 1049-650 ,  , 0.9987924 , 162.848003979 , -65.3023960639 , 0.00000022
1499 , 4FGL J1051.4-3139 , 162.8502 , -31.6507 ,  , 5.2240033 , 0.18223657 , 31560000 ,  ,  , N ,  , fsrq ,  , PKS 1048-313 ,  , 0.9879882 , 162.76990645 , -31.6373076917 , 0.0000001
1500 , 4FGL J1051.4+3942 , 162.8702 , 39.7159 ,  , 10.278826 , 1.6173352 ,  , 3FGL J1051.4+3941 ,  , N ,  , bll ,  , RBS 0909 ,  , 0.99742115 , 162.855663283 , 39.7238025778 , 0.00000038
1501 , 4FGL J1051.6+2109 , 162.913 , 21.1651 ,  , 6.99164 , 2.2365375 , 31560000 ,  ,  , N ,  , fsrq ,  , OL 282 ,  , 0.9181487 , 162.953287813 , 21.3311982833 , 0.000000075
1502 , 4FGL J1051.9+0103 , 162.9886 , 1.0647 ,  , 9.185314 , 1.6272051 ,  , 3FGL J1051.8+0105 ,  , N ,  , bll ,  , NVSS J105151+010312 ,  , 0.99711525 , 162.965973883 , 1.05301983611 , 0.00000029
1503 , 4FGL J1052.3+0818 , 163.0817 , 8.3108 ,  , 4.8364463 , 0.11710781 ,  , 3FGL J1052.0+0816 ,  , N ,  , bcu ,  , 2MASX J10522451+0814095 ,  , 0.9238123 , 163.1022186279297 , 8.235973358154297 , 0.0045
1504 , 4FGL J1052.9-3743 , 163.2357 , -37.7234 ,  , 10.304947 , 1.068431 ,  , 3FGL J1052.8-3741 ,  , N ,  , bll ,  , PMN J1053-3743 ,  , 0.99906635 , 163.242074742 , -37.7218374472 , 0.0000058
1505 , 4FGL J1053.7+4930 , 163.4253 , 49.5081 ,  , 16.844126 , 0.029639134 ,  , 3FGL J1053.7+4929 ,  , N ,  , bll ,  , GB6 J1053+4930 ,  , 0.9991823 , 163.43385535 , 49.4988890306 , 0.0000002
1506 , 4FGL J1054.2+3926 , 163.5582 , 39.4352 ,  , 5.046864 , 2.5098925 ,  ,  ,  , N ,  , bcu ,  , CRATES J105433+392803 ,  , 0.9670058 , 163.635092504 , 39.4701064944 , 0.00000013
1507 , 4FGL J1054.5+2211 , 163.6279 , 22.1913 ,  , 32.187756 , 0.8135254 , 31332582 , 3FGL J1054.5+2210 ,  , N ,  , bll ,  , 87GB 105148.6+222705 ,  , 0.9993792 , 163.627604037 , 22.1818882333 , 0.00000018
1508 , 4FGL J1055.5-0125 , 163.8895 , -1.4321 ,  , 10.486555 , 1.198852 ,  ,  ,  , N ,  , bll ,  , RX J1055.5-0126 ,  , 0.99936295 , 163.893206092 , -1.4378652 , 0.0000017
1509 , 4FGL J1056.8+7012 , 164.2076 , 70.2019 ,  , 15.856289 , 2.2141445 , 31559456 , 3FGL J1058.1+7010 ,  , N ,  , fsrq ,  , S5 1053+70 ,  , 0.9994142 , 164.223406258 , 70.1960876528 , 0.000000068
1510 , 4FGL J1057.2+5510 , 164.3183 , 55.1804 ,  , 5.2333245 , 2.3566954 ,  ,  ,  , N ,  , bcu ,  , SDSS J105707.47+551032.2 ,  , 0.99149096 , 164.281005859375 , 55.17558288574219 , 0.009
1511 , 4FGL J1057.3-2341 , 164.3423 , -23.6889 ,  , 12.195219 , 2.177042 , 31560000 , 3FGL J1057.3-2341 ,  , N ,  , fsrq ,  , PKS B1054-234 ,  , 0.99859595 , 164.351755221 , -23.7004757472 , 0.00000014
1512 , 4FGL J1057.8-2754 , 164.454 , -27.9016 ,  , 15.238336 , 0.99908286 ,  , 3FGL J1057.6-2754 ,  , N ,  , bll ,  , RX J1057.8-2753 ,  , 0.9999155 , 164.461526629 , -27.9030466417 , 0.0000023
1513 , 4FGL J1058.4+0133 , 164.624 , 1.5641 ,  , 87.996574 , 4.7711887 , 31560000 , 3FGL J1058.5+0133 ,  , N ,  , BLL ,  , 4C +01.28 ,  , 1 , 164.623355025 , 1.56633992778 , 0.000000068
1514 , 4FGL J1058.5+8115 , 164.6255 , 81.2547 ,  , 15.836361 , 1.9258316 , 31560000 , 3FGL J1058.4+8112 ,  , N ,  , fsrq ,  , S5 1053+81 ,  , 0.9990839 , 164.548064104 , 81.2424097556 , 0.000000068
1515 , 4FGL J1058.6+2817 , 164.6503 , 28.2866 ,  , 15.87643 , 0.28851777 , 31559456 ,  ,  , N ,  , bll ,  , GB6 J1058+2817 ,  , 0.998278 , 164.624562308 , 28.2961701472 , 0.00000014
1516 , 4FGL J1058.6-8003 , 164.66 , -80.064 ,  , 42.434666 , 6.174204 , 31560000 , 3FGL J1058.5-8003 ,  J1049-8010 , N ,  , bll ,  , PKS 1057-79 ,  , 0.9999915 , 164.680457292 , -80.0650443861 , 0.000000068
1517 , 4FGL J1058.6+5627 , 164.6652 , 56.4634 ,  , 76.6749 , 3.0460002 , 31332582 , 3FGL J1058.6+5627 ,  , N ,  , BLL ,  , TXS 1055+567 ,  , 1 , 164.657198579 , 56.4697797083 , 0.0000001
1518 , 4FGL J1059.2-1134 , 164.8063 , -11.572 ,  , 60.958035 , 3.1777549 , 31560000 , 3FGL J1059.2-1133 ,  , N ,  , bll ,  , PKS B1056-113 ,  , 0.99996924 , 164.801776638 , -11.5729944917 , 0.00000014
1519 , 4FGL J1059.5+2057 , 164.8783 , 20.9524 ,  , 7.4065065 , 0.04751707 , 31560000 , 3FGL J1059.9+2056 ,  , N ,  , fsrq ,  , MG2 J105938+2057 ,  , 0.99527043 , 164.912677829 , 20.9560988833 , 0.000000082
1520 , 4FGL J1100.3+4020 , 165.0911 , 40.335 ,  , 16.377111 , 2.3097532 ,  , 3FGL J1100.5+4020 ,  , N ,  , bll ,  , RX J1100.3+4019 ,  , 0.9982362 , 165.087758471 , 40.3244582944 , 0.00000037
1521 , 4FGL J1101.3+7017 , 165.3454 , 70.2975 ,  , 5.4876003 , 1.6094517 , 31560000 ,  ,  , N ,  , bcu ,  , GB6 J1102+7019 ,  ,  , 165.5056610107422 , 70.31591796875 , 0.0045
1522 , 4FGL J1101.4+4108 , 165.3702 , 41.1454 ,  , 11.680631 , 2.1081417 ,  , 3FGL J1101.5+4106 ,  , N ,  , bll ,  , RX J1101.3+4108 ,  , 0.9974292 , 165.353023633 , 41.1464945472 , 0.00000097
1523 , 4FGL J1101.5+3904 , 165.3781 , 39.0694 ,  , 5.367747 , 0.34107327 ,  ,  ,  , N ,  , bcu ,  , CRATES J110130+390434 ,  , 0.9891404 , 165.3752899 , 39.0757315583 , 0.00000011
1524 , 4FGL J1102.6+5251 , 165.673 , 52.8569 ,  , 6.593936 , 1.4661357 , 31560000 , 3FGL J1103.3+5239 ,  , N ,  , fsrq ,  , GB6 J1102+5249 ,  , 0.9882901 , 165.70774841308594 , 52.83683395385742 , 0.0045
1525 , 4FGL J1102.8-0148 , 165.7009 , -1.8108 ,  , 4.568239 , 1.1800069 ,  ,  ,  , N ,  , bcu ,  , RX J1102.8-0148 ,  , 0.9951616 , 165.71670532226562 , -1.8142000436782837 , 0.009
1526 , 4FGL J1102.9-5628 , 165.7386 , -56.4774 ,  , 5.1043396 , 0.021621188 ,  ,  ,  , N ,  , bcu ,  , 2MASS J11032933-5626266 ,  , 0.94981796 , 165.814102937 , -56.4432092556 , 0.0000005
1527 , 4FGL J1102.9+3014 , 165.7401 , 30.2439 ,  , 5.947655 , 1.9863138 ,  ,  ,  , N ,  , fsrq ,  , B2 1100+30B ,  , 0.98599035 , 165.805424571 , 30.2451951 , 0.00000011
1528 , 4FGL J1103.0+1157 , 165.7722 , 11.9654 ,  , 38.5635 , 2.562615 , 31560000 , 3FGL J1103.1+1155 ,  , N ,  , fsrq ,  , TXS 1100+122 ,  , 0.9996128 , 165.764707638 , 11.9712846361 , 0.000000075
1529 , 4FGL J1103.6-2329 , 165.9091 , -23.4957 ,  , 14.296187 , 0.4294953 ,  , 3FGL J1103.5-2329 ,  , P , 1ES 1101-232 , bll ,  , 1ES 1101-232 ,  , 0.9998932 , 165.906729271 , -23.492000525 , 0.00000054
1530 , 4FGL J1103.9-5357 , 165.9757 , -53.9647 ,  , 41.39305 , 4.955413 , 31332582 , 3FGL J1103.9-5357 ,  , N ,  , bll ,  , PKS 1101-536 ,  , 0.9999316 , 165.967590312 , -53.9501935 , 0.000000082
